OrphaCode,DiseaseName,GeneSymbol,GeneId
314790,Null pituitary adenoma,MEN1,16390
314790,Null pituitary adenoma,AIP,18425
314795,SHOX-related short stature,SHOX,15291
314718,Lethal arteriopathy syndrome due to fibulin-4 deficiency,EFEMP2,15914
314721,Atypical dentin dysplasia due to SMOC2 deficiency,SMOC2,21166
370109,Ataxia-telangiectasia variant,ATM,15962
370103,"Primary dystonia, DYT17 type",DYT17,21209
370097,Oculocutaneous albinism type 6,SLC24A5,22546
370396,Small cell carcinoma of the ovary,SMARCA4,18993
370348,Peripheral primitive neuroectodermal tumor,FLI1,16056
370334,Extraskeletal Ewing sarcoma,ERG,15993
370334,Extraskeletal Ewing sarcoma,EWSR1,16003
370334,Extraskeletal Ewing sarcoma,FLI1,16056
370334,Extraskeletal Ewing sarcoma,SMARCA5,22572
370022,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,LAMA1,23001
370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,CREBBP,15801
370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,KAT6A,22564
370015,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",RPL13,29824
370088,Acute infantile liver failure-multisystemic involvement syndrome,LARS1,22570
370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,DAG1,20457
370921,STT3A-CDG,STT3A,22587
370924,STT3B-CDG,STT3B,22588
370927,SSR4-CDG,SSR4,22581
370930,XYLT1-CDG,XYLT1,22574
370959,Congenital muscular dystrophy with cerebellar involvement,POMGNT1,15121
370959,Congenital muscular dystrophy with cerebellar involvement,POMT1,15122
370959,Congenital muscular dystrophy with cerebellar involvement,POMT2,15123
370959,Congenital muscular dystrophy with cerebellar involvement,FKRP,16053
370959,Congenital muscular dystrophy with cerebellar involvement,POMK,22090
370959,Congenital muscular dystrophy with cerebellar involvement,GMPPB,22266
370968,Congenital muscular dystrophy with intellectual disability,POMT1,15122
370968,Congenital muscular dystrophy with intellectual disability,POMT2,15123
370968,Congenital muscular dystrophy with intellectual disability,FKRP,16053
370968,Congenital muscular dystrophy with intellectual disability,LARGE1,16338
370968,Congenital muscular dystrophy with intellectual disability,GMPPB,22266
370980,Congenital muscular dystrophy without intellectual disability,POMT1,15122
370980,Congenital muscular dystrophy without intellectual disability,FKTN,16037
370980,Congenital muscular dystrophy without intellectual disability,FKRP,16053
370980,Congenital muscular dystrophy without intellectual disability,CRPPA,21160
370933,GM3 synthase deficiency,ST3GAL5,18166
370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,SLC35A3,22522
369929,Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,CACNA1D,21881
369920,Pontocerebellar hypoplasia type 9,AMPD2,22560
369942,CADDS,ABCD1,15058
369942,CADDS,BCAP31,22561
369939,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,BCAP31,22561
369955,"Methylmalonic acidemia with homocystinuria, type cblJ",ABCD4,21553
369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,ADAMTS18,22562
369962,"Methylmalonic acidemia with homocystinuria, type cblX",HCFC1,21569
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,DSP,15895
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,DSG1,15893
370002,Focal palmoplantar keratoderma with joint keratoses,DSG1,15893
369999,Diffuse palmoplantar keratoderma with painful fissures,DSG1,15893
369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,PIGT,22537
369840,TRAPPC11-related limb-girdle muscular dystrophy R18,TRAPPC11,22554
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,TRAPPC11,22554
369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,VPS45,22555
369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,TRNT1,23058
369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,PLEKHG5,17719
369873,Obesity due to SIM1 deficiency,SIM1,17202
369881,2p21 microdeletion syndrome without cystinuria,PREPL,17586
369881,2p21 microdeletion syndrome without cystinuria,CAMKMT,19495
369891,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,MED13L,17336
369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",FBXL4,22557
369913,Combined oxidative phosphorylation defect type 17,ELAC2,15970
364063,Infantile epileptic-dyskinetic encephalopathy,ARX,15955
364055,Severe early-childhood-onset retinal dystrophy,RPE65,15225
364055,Severe early-childhood-onset retinal dystrophy,LCA5,16982
364055,Severe early-childhood-onset retinal dystrophy,LRAT,17754
364055,Severe early-childhood-onset retinal dystrophy,SPATA7,18063
364043,ALK-positive large B-cell lymphoma,ALK,17442
364028,X-linked intellectual disability due to GRIA3 mutations,GRIA3,16167
772,Infantile Refsum disease,PEX2,15175
772,Infantile Refsum disease,PEX1,16637
772,Infantile Refsum disease,PEX10,16638
772,Infantile Refsum disease,PEX12,16639
772,Infantile Refsum disease,PEX13,16640
772,Infantile Refsum disease,PEX14,16641
772,Infantile Refsum disease,PEX16,16642
772,Infantile Refsum disease,PEX19,16643
772,Infantile Refsum disease,PEX26,16644
772,Infantile Refsum disease,PEX3,16645
772,Infantile Refsum disease,PEX5,16646
772,Infantile Refsum disease,PEX6,16647
772,Infantile Refsum disease,PEX11B,21571
1194,TMEM70-related mitochondrial encephalo-cardio-myopathy,TMEM70,17847
363999,Non-immune hydrops fetalis,ANGPT2,29031
363999,Non-immune hydrops fetalis,THSD1,27768
363999,Non-immune hydrops fetalis,CALCRL,31869
363989,Familial benign flecked retina,PLA2G5,20691
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,ADAMTS17,21192
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,CERS3,22372
363981,Charcot-Marie-Tooth disease type 4B3,SBF1,22378
363969,Autosomal recessive cerebral atrophy,TMPRSS4,22384
363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,CBL,19464
363965,Koolen-De Vries syndrome due to a point mutation,KANSL1,21173
363958,17q21.31 microdeletion syndrome,KANSL1,21173
363727,X-linked dyserythropoietic anemia with abnormal platelets and neutropenia,GATA1,16102
363722,Alexander disease type II,GFAP,16117
363717,Alexander disease type I,GFAP,16117
363710,Spinocerebellar ataxia type 37,DAB1,25485
363710,Spinocerebellar ataxia type 37,SCA37,22406
363700,Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion,NF1,16542
363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,SARS2,22404
363686,Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,GATAD2B,21614
363677,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,MYH2,16498
363417,Temtamy preaxial brachydactyly syndrome,CHSY1,22395
363409,Fetal akinesia-cerebral and retinal hemorrhage syndrome,DNM2,15882
363412,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,DARS1,22394
363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,GRID2,22396
363424,Multiple mitochondrial dysfunctions syndrome type 3,IBA57,22397
363396,High myopia-sensorineural deafness syndrome,SLITRK6,22154
363400,Progressive encephalopathy-severe neurodegeneration-lipodystrophy syndrome,BSCL2,15380
363618,LMNA-related cardiocutaneous progeria syndrome,LMNA,16364
363623,GMPPB-related limb-girdle muscular dystrophy R19,GMPPB,22266
363649,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome,POLD1,22403
363654,X-linked parkinsonism-spasticity syndrome,ATP6AP2,15326
363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,PDGFRB,16785
363540,Leukoencephalopathy with mild cerebellar ataxia and white matter edema,CLCN2,19025
363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,ADORA2A,22401
363611,CTCF-related neurodevelopmental disorder,CTCF,22402
363494,Non-seminomatous germ cell tumor of testis,KITLG,18457
363494,Non-seminomatous germ cell tumor of testis,SPRY4,22159
363523,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,COG6,22399
363534,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form",TWNK,17411
363528,Intellectual disability-strabismus syndrome,ADAT3,22400
363444,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,THOC6,22371
363454,BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy,BICD2,22398
357329,Combined immunodeficiency due to IL21R deficiency,IL21R,22223
357237,Combined immunodeficiency due to CARD11 deficiency,CARD11,22042
356978,"D,L-2-hydroxyglutaric aciduria",SLC25A1,22236
356961,SLC35A2-CDG,SLC35A2,22235
357008,Hemolytic uremic syndrome with DGKE deficiency,DGKE,21984
356996,ANK3-related intellectual disability-sleep disturbance syndrome,ANK3,22237
357043,Amyotrophic lateral sclerosis type 4,SETX,15276
357034,Non-hereditary retinoblastoma,RB1,15191
357034,Non-hereditary retinoblastoma,MYCN,16494
357027,Hereditary retinoblastoma,RB1,15191
357027,Hereditary retinoblastoma,MYCN,16494
357074,"Autosomal recessive cutis laxa type 2, classic type",ATP6V1E1,25318
357074,"Autosomal recessive cutis laxa type 2, classic type",ATP6V1A,25319
357074,"Autosomal recessive cutis laxa type 2, classic type",ATP6V0A2,17303
357064,Autosomal recessive cutis laxa type 2B,PYCR1,18472
352654,Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,UCHL1,15682
352662,Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,NLRP1,16871
352641,Autosomal recessive cerebellar ataxia with late-onset spasticity,GBA2,21890
352649,Brain dopamine-serotonin vesicular transport disease,SLC18A2,22175
352596,Progressive myoclonic epilepsy with dystonia,TBC1D24,19324
352577,Bainbridge-Ropers syndrome,ASXL3,22173
352587,Focal epilepsy-intellectual disability-cerebro-cerebellar malformation,TBC1D24,19324
352582,Familial infantile myoclonic epilepsy,CPLX1,25557
352582,Familial infantile myoclonic epilepsy,TBC1D24,19324
352582,Familial infantile myoclonic epilepsy,SCN8A,20890
352734,Minimal pigment oculocutaneous albinism type 1,TYR,15677
352737,Temperature-sensitive oculocutaneous albinism type 1,TYR,15677
352709,CLN13 disease,CTSF,22179
352712,Facial dysmorphism-immunodeficiency-livedo-short stature syndrome,POLE,22180
352718,Progressive retinal dystrophy due to retinol transport defect,RBP4,22181
352723,Attenuated Chédiak-Higashi syndrome,LYST,16419
352665,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion,HNRNPK,23740
352670,Autosomal dominant intermediate Charcot-Marie-Tooth disease type F,GNB4,22176
352675,X-linked Charcot-Marie-Tooth disease type 6,PDK3,22177
352682,Cobblestone lissencephaly without muscular or ocular involvement,LAMB1,22178
352682,Cobblestone lissencephaly without muscular or ocular involvement,TMTC3,26043
353277,Rubinstein-Taybi syndrome due to CREBBP mutations,CREBBP,15801
353220,Familial primary localized cutaneous amyloidosis,OSMR,16935
353220,Familial primary localized cutaneous amyloidosis,IL31RA,18918
353217,Epileptic encephalopathy with global cerebral demyelination,SLC25A12,22182
352745,Oculocutaneous albinism type 7,LRMDA,22163
353320,"Pyruvate carboxylase deficiency, benign type",PC,16616
353327,Congenital myasthenic syndrome with glycosylation defect,ALG2,15496
353327,Congenital myasthenic syndrome with glycosylation defect,DPAGT1,15885
353327,Congenital myasthenic syndrome with glycosylation defect,GFPT1,19829
353327,Congenital myasthenic syndrome with glycosylation defect,ALG14,21980
353327,Congenital myasthenic syndrome with glycosylation defect,GMPPB,22266
353308,"Pyruvate carboxylase deficiency, infantile type",PC,16616
353314,"Pyruvate carboxylase deficiency, severe neonatal type",PC,16616
353298,Roifman syndrome,RNU4ATAC,20137
353281,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion,CREBBP,15801
353284,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,EP300,15982
352403,Spectrin-associated autosomal recessive cerebellar ataxia,SPTBN2,15554
352333,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,ELOVL4,15972
352328,MEGDEL syndrome,SERAC1,22183
352447,Progressive external ophthalmoplegia-myopathy-emaciation syndrome,MGME1,22166
352530,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,TRAPPC9,18894
352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,MRPL44,22172
352479,ISPD-related limb-girdle muscular dystrophy R20,CRPPA,21160
352470,DNA2-related mitochondrial DNA deletion syndrome,DNA2,22040
352490,Autism spectrum disorder due to AUTS2 deficiency,AUTS2,17272
294415,Renal-hepatic-pancreatic dysplasia,NPHP3,16564
294415,Renal-hepatic-pancreatic dysplasia,NEK8,18661
294016,Microcephaly-capillary malformation syndrome,STAMBP,22143
294023,Neonatal erythroderma-autoinflammation-inflammatory bowel disease syndrome,ADAM17,21088
293964,Hypoinsulinemic hypoglycemia and body hemihypertrophy,AKT2,18434
293978,Deficiency in anterior pituitary function-variable immunodeficiency syndrome,NFKB2,22523
293955,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,TPK1,21087
293948,1p21.3 microdeletion syndrome,DPYD,15887
293936,EDICT syndrome,MIR184,21086
293925,Lethal occipital encephalocele-skeletal dysplasia syndrome,CYP26B1,21085
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",TTN,15672
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",PKP2,15104
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",RYR2,15238
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",TGFB3,15608
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",DSC2,15892
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",DSG2,15894
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",DSP,15895
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",JUP,16283
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",LDB3,16343
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",LMNA,16364
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",TMEM43,17348
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",CTNNA3,22598
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",PLN,17480
293910,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-right variant",CDH2,26607
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",TTN,15672
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",TMEM43,17348
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",CTNNA3,22598
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",DSG2,15894
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",PKP2,15104
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",RYR2,15238
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",TGFB3,15608
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",DSC2,15892
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",DSP,15895
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",JUP,16283
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",LDB3,16343
293899,"Inherited isolated arrhythmogenic ventricular dysplasia, biventricular variant",LMNA,16364
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",PKP2,15104
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",DSC2,15892
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",TTN,15672
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",TMEM43,17348
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",RYR2,15238
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",TGFB3,15608
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",DSG2,15894
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",DSP,15895
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",JUP,16283
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",LDB3,16343
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",LMNA,16364
293888,"Inherited isolated arrhythmogenic cardiomyopathy, dominant-left variant",CTNNA3,22598
293864,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,RFX6,21084
293843,3MC syndrome,COLEC10,25331
293843,3MC syndrome,MASP1,19721
293843,3MC syndrome,COLEC11,19845
293822,MITF-related melanoma and renal cell carcinoma predisposition syndrome,MITF,16402
293825,Congenital dyserythropoietic anemia type IV,KLF1,19340
293707,"Blepharophimosis-intellectual disability syndrome, MKB type",MED12,16796
293633,PYCR1-related De Barsy syndrome,PYCR1,18472
289891,Hypermethioninemia due to glycine N-methyltransferase deficiency,GNMT,20773
289863,Atypical glycine encephalopathy,SLC6A9,25292
289863,Atypical glycine encephalopathy,AMT,15929
289863,Atypical glycine encephalopathy,GCSH,16112
289863,Atypical glycine encephalopathy,GLDC,16137
289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0,MMUT,16489
289857,Neonatal glycine encephalopathy,AMT,15929
289857,Neonatal glycine encephalopathy,GCSH,16112
289857,Neonatal glycine encephalopathy,GLDC,16137
289860,Infantile glycine encephalopathy,SLC6A9,25292
289860,Infantile glycine encephalopathy,AMT,15929
289860,Infantile glycine encephalopathy,GCSH,16112
289860,Infantile glycine encephalopathy,GLDC,16137
289846,Glutathione synthetase deficiency with 5-oxoprolinuria,GSS,16172
289849,Glutathione synthetase deficiency without 5-oxoprolinuria,GSS,16172
289560,Mitochondrial membrane protein-associated neurodegeneration,C19ORF12,20742
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,CYP11A1,15833
289539,BAP1-related tumor predisposition syndrome,BAP1,20738
289601,Hereditary arterial and articular multiple calcification syndrome,NT5E,20750
289586,Exfoliative ichthyosis,SERPINB8,24101
289586,Exfoliative ichthyosis,CSTA,20747
293381,Epithelial recurrent erosion dystrophy,COL17A1,15765
293603,Congenital hereditary endothelial dystrophy type II,SLC4A11,15513
811,Shwachman-Diamond syndrome,SBDS,15247
811,Shwachman-Diamond syndrome,EFL1,25558
811,Shwachman-Diamond syndrome,DNAJC21,25355
293150,Familial clubfoot due to PITX1 point mutation,PITX1,18455
741,Familial mitral valve prolapse,DCHS1,22551
293144,Familial clubfoot due to 5q31 microdeletion,PITX1,18455
293168,Infantile-onset ascending hereditary spastic paralysis,ALS2,15505
293165,Skin fragility-woolly hair-palmoplantar keratoderma syndrome,DSP,15895
428,Autosomal dominant hypocalcemia,CASR,15401
428,Autosomal dominant hypocalcemia,GNA11,22252
293181,Epilepsy of infancy with migrating focal seizures,SCN2A,15252
293181,Epilepsy of infancy with migrating focal seizures,KCNQ2,16296
293181,Epilepsy of infancy with migrating focal seizures,PIGA,19197
293181,Epilepsy of infancy with migrating focal seizures,SCN1A,15250
293181,Epilepsy of infancy with migrating focal seizures,SLC25A22,15313
293181,Epilepsy of infancy with migrating focal seizures,TBC1D24,19324
293181,Epilepsy of infancy with migrating focal seizures,PLCB1,19817
293181,Epilepsy of infancy with migrating focal seizures,KCNT1,21573
293181,Epilepsy of infancy with migrating focal seizures,SLC12A5,23514
293199,Pleomorphic rhabdomyosarcoma,TP53,15644
293199,Pleomorphic rhabdomyosarcoma,NF1,16542
393,"46,XX testicular difference of sex development",SOX9,15541
393,"46,XX testicular difference of sex development",SRY,15558
393,"46,XX testicular difference of sex development",SOX3,16787
393,"46,XX testicular difference of sex development",NR0B1,16569
393,"46,XX testicular difference of sex development",NR5A1,17744
293284,Tetrahydrobiopterin-responsive phenylketonuria,PAH,16605
2394,Pyruvate dehydrogenase E3 deficiency,DLD,15871
2686,Cyclic neutropenia,ELANE,15969
284414,"Glycerol kinase deficiency, adult form",GK,16134
284417,"Phosphoserine aminotransferase deficiency, infantile/juvenile form",PSAT1,17414
284426,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,LDHA,16344
284435,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,LDHB,16345
284973,Marfan syndrome type 2,TGFBR1,15610
284973,Marfan syndrome type 2,TGFBR2,15611
284963,Marfan syndrome type 1,FBN1,16032
284984,Aneurysm-osteoarthritis syndrome,SMAD3,19833
284979,Neonatal Marfan syndrome,FBN1,16032
289365,Familial vesicoureteral reflux,TNXB,15642
289365,Familial vesicoureteral reflux,ROBO2,20716
289365,Familial vesicoureteral reflux,SOX17,20717
289377,Early-onset myopathy with fatal cardiomyopathy,TTN,15672
289380,Myosclerosis,COL6A2,15779
289290,Hypermethioninemia encephalopathy due to adenosine kinase deficiency,ADK,20708
289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,GRIN2A,20706
289307,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency,ALDH6A1,20710
289504,Combined malonic and methylmalonic acidemia,ACSF3,20732
289499,Congenital cataract microcornea with corneal opacity,PXDN,20636
289499,Congenital cataract microcornea with corneal opacity,ATOH7,21079
289513,12q15q21 microdeletion syndrome,CNOT2,28625
289465,Isolated congenital adermatoglyphia,SMARCAD1,20724
289478,PASH syndrome,NCSTN,20181
289176,Autosomal recessive hypophosphatemic rickets,DMP1,15877
289176,Autosomal recessive hypophosphatemic rickets,ENPP1,15981
289157,Hypocalcemic vitamin D-dependent rickets,CYP27B1,15841
289157,Hypocalcemic vitamin D-dependent rickets,CYP2R1,15842
281090,Syndromic recessive X-linked ichthyosis,STS,15566
281190,Congenital reticular ichthyosiform erythroderma,KRT1,16314
281190,Congenital reticular ichthyosiform erythroderma,KRT10,16315
281201,Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,POMP,20542
281139,Annular epidermolytic ichthyosis,KRT10,16315
281139,Annular epidermolytic ichthyosis,KRT1,16314
281122,Self-improving collodion baby,ALOX12B,15502
281122,Self-improving collodion baby,ALOXE3,15503
281122,Self-improving collodion baby,TGM1,15613
281127,Acral self-healing collodion baby,TGM1,15613
280628,Familial progressive hyper- and hypopigmentation,KITLG,18457
280633,Multiple congenital anomalies-hypotonia-seizures syndrome,PIGN,20487
280615,Low oxygen affinity gamma chain hemoglobin disease,HBG2,19237
280598,Hereditary sensorimotor neuropathy with hyperelastic skin,FBLN5,16031
280620,Progressive myoclonic epilepsy type 6,GOSR2,20483
280671,Megaconial congenital muscular dystrophy,CHKB,20496
280640,Occipital pachygyria and polymicrogyria,LAMC3,20489
280654,Autosomal recessive nail dysplasia,FZD6,20492
280785,Bullous diffuse cutaneous mastocytosis,KIT,16308
280794,Pseudoxanthomatous diffuse cutaneous mastocytosis,KIT,16308
280679,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome,BRCC3,20200
280763,Severe intellectual disability and progressive spastic paraplegia,AP4M1,18738
280763,Severe intellectual disability and progressive spastic paraplegia,AP4E1,20285
280763,Severe intellectual disability and progressive spastic paraplegia,AP4B1,20286
280763,Severe intellectual disability and progressive spastic paraplegia,AP4S1,20287
284149,Craniosynostosis-dental anomalies,IL11RA,20579
284139,"Larsen-like syndrome, B3GAT3 type",B3GAT3,20577
284169,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,WAC,25031
284247,Familial retinal arterial macroaneurysm,IGFBP7,20588
284232,Autosomal dominant Charcot-Marie-Tooth disease type 2O,DYNC1H1,20586
284271,Autosomal recessive cerebellar ataxia-psychomotor delay syndrome,SYT14,20591
284324,Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia,TPP1,15652
284282,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency,WWOX,15732
284289,Adult-onset autosomal recessive cerebellar ataxia,ANO10,20594
284343,DICER1 tumor-predisposition syndrome,DICER1,18649
284339,Pontocerebellar hypoplasia type 7,TOE1,25316
284339,Pontocerebellar hypoplasia type 7,MINPP1,25289
284411,"Glycerol kinase deficiency, juvenile form",GK,16134
282166,Inherited Creutzfeldt-Jakob disease,PRNP,15142
309854,Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome,SLC30A10,21419
309803,Rhizomelic chondrodysplasia punctata type 3,AGPS,15474
309789,Rhizomelic chondrodysplasia punctata type 1,PEX7,16648
309796,Rhizomelic chondrodysplasia punctata type 2,GNPAT,16151
314029,High bone mass osteogenesis imperfecta,COL1A1,15767
314029,High bone mass osteogenesis imperfecta,COL1A2,15768
314029,High bone mass osteogenesis imperfecta,BMP1,20693
314022,Gastric adenocarcinoma and proximal polyposis of the stomach,APC,16443
313892,Developmental and speech delay due to SOX5 deficiency,SOX5,21596
313884,12p12.1 microdeletion syndrome,SOX5,21596
313855,FGFR2-related bent bone dysplasia,FGFR2,16664
313850,Infantile cerebellar-retinal degeneration,ACO2,21595
313846,Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome,ATR,15333
313838,Coats plus syndrome,CTC1,21594
313838,Coats plus syndrome,STN1,22123
313800,Retinal dystrophy-optic nerve edema-splenomegaly-anhidrosis-migraine headache syndrome,ALPK1,30667
313808,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,AARS2,20267
313808,Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,CSF1R,21593
313795,Jawad syndrome,RBBP8,20823
313772,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,AFG3L2,18723
314603,Autosomal recessive spastic ataxia with leukoencephalopathy,MARS2,21592
314597,Chudley-McCullough syndrome,GPSM2,19338
314485,Young adult-onset distal hereditary motor neuropathy,DNAJB2,21600
314485,Young adult-onset distal hereditary motor neuropathy,VWA1,30564
314555,Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome,IRX5,21601
314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,POC1A,21560
314399,Autosomal dominant aplasia and myelodysplasia,SRP72,21599
314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,DNMT1,20282
314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,GUCY2C,21598
314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,GUCY2C,21598
314381,Hereditary sensory and autonomic neuropathy type 6,DST,20829
314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,EARS2,21597
306674,Kufor-Rakeb syndrome,ATP13A2,15965
306734,"Primary dystonia, DYT21 type",DYT21,21433
308380,Methylcobalamin deficiency type cblDv1,MMADHC,17895
308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,MOCS1,16456
308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,MOCS2,16457
308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,GPHN,16161
308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,BCKDK,21447
308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,MCEE,18194
308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",GBE1,16107
308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",GBE1,16107
308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",GBE1,16107
308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",GBE1,16107
309015,Familial lipoprotein lipase deficiency,LPL,16371
309020,Familial apolipoprotein C-II deficiency,APOC2,15939
